Titre;Type de dossier;Date initiale;URL du dossier;État du dossier;Décision du CC;Date de la décision;Date de promulgation;Numéro de la loi;Thèmes
proposition de loi relative à la diversité de l'habitat;proposition de loi;24/10/1994;http://www.senat.fr/dossier-legislatif/a94951606.html;promulgué;conforme;19/01/1995;21/01/1995;95-74;
projet de loi d'orientation et de programmation relatif à la sécurité;projet de loi;22/06/1994;http://www.senat.fr/dossier-legislatif/s93940543.html;promulgué;partiellement conforme;18/01/1995;21/01/1995;95-73;
proposition de loi organique relative au financement de la campagne en vue de l'élection du Président de la République;proposition de loi organique;22/11/1994;http://www.senat.fr/dossier-legislatif/a94951703.html;promulgué;conforme;11/01/2009;20/01/1995;95-72;
projet de loi relatif à l'accès à l'activité de conducteur et à la profession d'exploitant de taxi;projet de loi;29/06/1994;http://www.senat.fr/dossier-legislatif/s93940561.html;promulgué;;;20/01/1995;95-66;
projet de loi organique modifiant l'ordonnance n° 58-1270 du 22 décembre 1958 relative au statut de la magistrature;projet de loi organique;01/06/1994;http://www.senat.fr/dossier-legislatif/a93941333.html;promulgué;partiellement conforme;10/01/1995;19/01/1995;95-64;
proposition de loi relative au financement de la vie politique;proposition de loi;22/11/1994;http://www.senat.fr/dossier-legislatif/a94951704.html;promulgué;partiellement conforme;11/01/1995;19/01/1995;95-65;
proposition de loi organique relative à la déclaration de patrimoine des membres du Parlement;proposition de loi organique;22/11/1994;http://www.senat.fr/dossier-legislatif/a94951706.html;promulgué;conforme;11/01/1995;19/01/1995;95-63;
projet de loi organique modifiant diverses dispositions relatives à l'élection du Président de la République et à celle des députés à l'Assemblée nationale;projet de loi organique;15/07/1994;http://www.senat.fr/dossier-legislatif/s93940603.html;promulgué;partiellement conforme;11/01/1995;19/01/1995;95-62;
projet de loi de programme relatif à la justice;projet de loi;01/06/1994;http://www.senat.fr/dossier-legislatif/a93941334.html;promulgué;;;06/01/1995;95-9;
projet de loi relatif à la pension de vieillesse des anciens combattants en Afrique du Nord;projet de loi;13/04/1994;http://www.senat.fr/dossier-legislatif/s93940344.html;promulgué;;;03/01/1995;95-5;
projet de loi complétant le code de la propriété intellectuelle et relatif à la gestion collective du droit de reproduction par reprographie;projet de loi;27/10/1994;http://www.senat.fr/dossier-legislatif/s94950047.html;promulgué;;;03/01/1995;95-4;
projet de loi relatif au prix des fermages;projet de loi;15/06/1994;http://www.senat.fr/dossier-legislatif/s93940511.html;promulgué;;;02/01/1995;95-2;
projet de loi portant adaptation de la législation française aux dispositions de la résolution 827 du Conseil de sécurité des Nations unies instituant un tribunal international en vue de juger les personnes présumées responsables de violations graves du droit internat;projet de loi;31/08/1994;http://www.senat.fr/dossier-legislatif/s93940612.html;promulgué;;;02/01/1995;95-1;
projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement des Etats-Unis d'Amérique sur les modalités du transfert de propriété du système d'oléoduc Donges-Melun-Metz à la France;projet de loi;29/11/1994;http://www.senat.fr/dossier-legislatif/a94951729.html;promulgué;;;30/12/1994;94-1206;
projet de loi autorisant l'approbation de la décision du Conseil de l'Union européenne relative au système des ressources propres des Communautés européennes adoptée à Luxembourg le 31 octobre 1994;projet de loi;07/12/1994;http://www.senat.fr/dossier-legislatif/s94950119.html;promulgué;;;30/12/1994;94-1205;
projet de loi de finances rectificative de finances rectificative pour 1994;projet de loi de finances rectificative;23/11/1994;http://www.senat.fr/dossier-legislatif/a94951716.html;promulgué;;;29/12/1994;94-1163;
projet de loi de finances pour 1995;projet de loi de finances;22/09/1994;http://www.senat.fr/dossier-legislatif/pjlf1995.html;promulgué;partiellement conforme;29/12/1994;29/12/1994;94-1162;Budget, Économie et finances, fiscalité
projet de loi autorisant la ratification de l'accord instituant l'Organisation mondiale du commerce (ensemble quatre annexes);projet de loi;29/11/1994;http://www.senat.fr/dossier-legislatif/a94951730.html;promulgué;;;27/12/1994;94-1137;
projet de loi organique relatif à certaines dispositions législatives des livres I et II du code des juridictions financières;projet de loi organique;23/03/1994;http://www.senat.fr/dossier-legislatif/s93940301.html;promulgué;conforme;20/12/1994;27/12/1994;94-1132;
projet de loi modifiant certaines dispositions relatives à la fonction publique territoriale;projet de loi;01/06/1994;http://www.senat.fr/dossier-legislatif/s93940479.html;promulgué;;;27/12/1994;94-1134;
projet de loi relatif au statut fiscal de la Corse;projet de loi;29/06/1994;http://www.senat.fr/dossier-legislatif/s93940560.html;promulgué;conforme;20/12/1994;27/12/1994;94-1131;
projet de loi portant modification de l'ordonnance n° 45-2658 du 2 novembre 1945 relative aux conditions d'entrée et de séjour des étrangers en France;projet de loi;06/10/1994;http://www.senat.fr/dossier-legislatif/s94950008.html;promulgué;;;27/12/1994;94-1136;
proposition de loi portant validation de la rémunération de certains services rendus par les huissiers de justice;proposition de loi;14/11/1994;http://www.senat.fr/dossier-legislatif/s94950070.html;promulgué;;;27/12/1994;94-1133;
projet de loi relatif aux conditions de privatisation de la société nationale d'exploitation industrielle des tabacs et allumettes;projet de loi;29/11/1994;http://www.senat.fr/dossier-legislatif/s94950099.html;promulgué;;;27/12/1994;94-1135;
projet de loi autorisant la ratification de la convention sur l'interdiction de la mise au point, de la fabrication, du stockage et de l'emploi des armes chimiques et sur leur destruction;projet de loi;22/06/1994;http://www.senat.fr/dossier-legislatif/a93941423.html;promulgué;;;19/12/1994;94-1098;
projet de loi autorisant la ratification du traité entre le Royaume de Belgique, le Royaume de Danemark, la République fédérale d'Allemagne, la République hellénique, le Royaume d'Espagne, la République française, l'Irlande, la République italienne, le Grand Duché de;projet de loi;03/11/1994;http://www.senat.fr/dossier-legislatif/a94951640.html;promulgué;;;19/12/1994;94-1099;
projet de loi autorisant l'approbation du deuxième protocole portant modification à la convention sur la réduction des cas de pluralité de nationalités et sur les obligations militaires en cas de pluralité de nationalités;projet de loi;15/06/1994;http://www.senat.fr/dossier-legislatif/s93940512.html;promulgué;;;15/12/1994;94-1080;
projet de loi autorisant la ratification du traité d'entente, d'amitié et de cooopération entre la République française et la République d'Estonie;projet de loi;07/09/1994;http://www.senat.fr/dossier-legislatif/s93940613.html;promulgué;;;15/12/1994;94-1076;
projet de loi autorisant la ratification du traité d'entente, d'amitié et de coopération entre la République française et la République de Lettonie;projet de loi;07/09/1994;http://www.senat.fr/dossier-legislatif/s93940614.html;promulgué;;;15/12/1994;94-1075;
projet de loi autorisant l'approbation de la convention d'entraide judiciaire en matière pénale entre le gouvernement de la République française et le gouvernement des Etats-Unis du Mexique;projet de loi;13/10/1994;http://www.senat.fr/dossier-legislatif/s94950032.html;promulgué;;;15/12/1994;94-1077;
projet de loi autorisant la ratification du traité d'entente, d'amitié et de coopération entre la République française et la République de Moldova;projet de loi;19/10/1994;http://www.senat.fr/dossier-legislatif/s94950038.html;promulgué;;;15/12/1994;94-1074;
projet de loi autorisant l'approbation d'un accord entre le Gouvernement de la République française et le Gouvernement de la République d'Estonie sur l'encouragement et la protection réciproques des investissements (ensemble un échange de lettres);projet de loi;19/10/1994;http://www.senat.fr/dossier-legislatif/s94950039.html;promulgué;;;15/12/1994;94-1073;
projet de loi autorisant l'approbation d'un accord entre le Gouvernement de la République française et le Gouvernement de la République de Lituanie sur l'encouragement et la protection réciproques des investissements (ensemble un échange de lettres);projet de loi;19/10/1994;http://www.senat.fr/dossier-legislatif/s94950040.html;promulgué;;;15/12/1994;94-1078;
projet de loi autorisant l'approbation de la convention d'extradition entre le Gouvernement de la République française et le Gouvernement des Etats-Unis du Mexique;projet de loi;26/10/1994;http://www.senat.fr/dossier-legislatif/s94950046.html;promulgué;;;15/12/1994;94-1079;
projet de loi relatif à la partie législative des livres I et II du code des juridictions financières;projet de loi;23/03/1994;http://www.senat.fr/dossier-legislatif/s93940300.html;promulgué;;;02/12/1994;94-1040;
projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République portugaise en matière d'impôts sur les successions et les donations (ensemble un échange de lettres interprétatif signées à Paris le;projet de loi;06/07/1994;http://www.senat.fr/dossier-legislatif/a93941483.html;promulgué;;;23/11/1994;94-1007;
projet de loi autorisant l'approbation de la convention européenne pour la protection du patrimoine archéologique (révisée);projet de loi;13/04/1994;http://www.senat.fr/dossier-legislatif/a93941084.html;promulgué;;;26/10/1994;94-926;Culture, Traités et conventions
projet de loi autorisant la ratification du Traité d'entente, d'amitié et de coopération entre la République française et la République d'Arménie;projet de loi;18/05/1994;http://www.senat.fr/dossier-legislatif/a93941263.html;promulgué;;;26/10/1994;94-923;
projet de loi autorisant l'approbation de l'avenant à la convention fiscale du 6 avril 1966 entre le Gouvernement de la République française et le Gouvernement de la République de Côte d'Ivoire tendant à éviter les doubles impositions et à établir des règles d'assista;projet de loi;25/05/1994;http://www.senat.fr/dossier-legislatif/a93941282.html;promulgué;;;26/10/1994;94-924;
projet de loi autorisant l'approbation de la convention entre le Gouvernement de la République française et le Gouvernement de la République du Ghana en vue d'éviter les doubles impositions et de prévenir l'évasion et la fraude fiscales en matière d'impôts sur le reve;projet de loi;25/05/1994;http://www.senat.fr/dossier-legislatif/a93941284.html;promulgué;;;26/10/1994;94-925;
projet de loi autorisant l'approbation de la convention entre le Gouvernement de la République française et le Gouvernement de la République d'Afrique du Sud en vue d'éviter les doubles impositions et de prévenir l'évasion et la fraude fiscales en matière d'impôts sur;projet de loi;11/05/1994;http://www.senat.fr/dossier-legislatif/s93940420.html;promulgué;;;14/10/1994;94-882;
